key,5,6
13,巖窟後巷,位於新月島南部水晶洞窟深處的遺蹟。尖拱風格的建築與第五星曆時建立於基拉巴尼亞的石造都市「斯卡拉」極為相似。據傳，斯卡拉因第六靈災帶來的洪水而沉入洛克賽湖湖底，其最初便是沿巖石裂隙向內掘建。本遺蹟的構造亦吻合此類說法。
14,神秘偶像「秘像魔靈」,出沒於巖窟後巷的陶製人偶。雖為陶製，卻極其堅固，腹內刻有召喚用魔紋，可依戰況召喚妖異與魔具。其製作法已失傳。斯卡拉作為東西交流中轉地，曾引入來自近東的秘術，這類人偶便是異國咒術的產物，連斯卡拉人也不懂其製造方式。
15,禁忌廢都,橫亙于島嶼南端的宏偉都市遺蹟。最顯眼者，莫過於那自遠方即可望見的巨大金字塔。類似結構曾出現在魔法都市「馬哈」，然歷經魔大戰與第六靈災，其黑魔法與妖異召喚術被列為禁忌，如今幾無訪客。此廢都中，或許仍封存著被遺忘的禁忌知識。
16,黑陸行鳥,黑羽陸行鳥中，飛行品種「飛翔種」是通過長期育種培育而來，野外極為罕見。然而，在新月島上卻有大量黑陸行鳥奔跑，與魔物爭奪領地。究竟是從某座牧場逃出並飛越大洋而來，還是被某人帶來后在島上繁衍？其來歷至今成謎。
17,憤怒的人造人「新月狂戰士」,遊蕩于禁忌廢都的巨型怪物。外形近似人類，卻無法感知靈魂，其本質更接近尸鬼。推測為通過人工製造肉體並注入以太而成的使魔。似乎利用靈魂碎晶強制繼承了古代狂戰士的技藝，雖缺乏智慧，卻能憑怒意戰鬥。
18,古樹濕地,古樹林立的濕地。新月島南部遺蹟如拼貼般匯聚多文明痕跡，植被分佈亦顯不自然。此地巨樹樹齡或逾千年，卻並非海洋孤島常見種類，推測為從他地移植。至於為何不惜代價重構生態環境，仍是未解之謎。
19,階梯殿堂,由重重階梯堆砌而成的多層構造遺蹟。其風格與已知文明皆不相符。第五星曆時期十二座「魔道都市」競相輝映，此遺蹟或出自其中之一。裝飾中所用藍色在其中某座城市中被奉為神聖之色，然該城遺址尚未出土，無法驗證。
20,封印大妖「封隱魔神」,被封印于「階梯殿堂」的大妖異。古來有將妖異召喚並與其訂立契約的術法，部分仍流傳至今。妖異既可作戰力，也可賦予施術者異能，甚至製作咒具。此妖異亦疑似由島之主召喚，以原初世界的肉體與以太為代價，承擔某種使命。
21,高層住宅遺址,金字塔基部擴充套件出的居民區遺蹟。眾多建築高達五層以上，與馬哈于第五星曆末期興起的高層建築風格一致。為躲避預言中之大洪水，馬哈魔道士曾嘗試建造浮島，並發展出適用於狹小空間的大規模建築技術，建築表面刻有增固魔紋。
22,石兵工坊遺址,推測為製造石兵「魔像」的工坊。為對抗馬哈魔道士所用妖異，阿姆達普爾不斷精進以石像為媒的使魔產生術。初期造型簡樸，後期則發展出精巧人形、獅形，甚至最終以有翼人或翼獅等幻想生物為模型，展現工藝頂峰。
23,流浪聖域遺址,在尼姆，信奉十二神之一的「放浪之神」——奧修昂，亦即旅神。除在拜爾布蘭德島山地建有聖域外，亦在風道盡頭的海濱設有相對聖所。拜爾布蘭德島的海濱聖域已於第六靈災中毀滅，而新月島仍保留有令人追憶其昔日風貌的遺蹟。
24,大聖火臺遺址,十二魔道都市之一中，曾以鍛冶神「納爾札爾」為信仰核心。據傳，其信徒常舉行大規模祭火儀式作為供奉。因此，在該文明的大型公共建築屋頂，多設有可燃聖火的圓形廣場。階梯殿堂亦具類似構造，似為此信仰文化延續之跡。
25,島之主,被稱為新月島之主的存在。掌控包括艾莉絲在內的眾多使魔及妖異，重構島上生態，並拼合各文明殘片形成遺蹟群。其目的或為保留第五星曆的輝煌文明，同時封印引發魔大戰的「負之遺產」，阻其外泄。惟關於其動機及「引導之聲」的真意，仍謎團重重。
26,惡魔之碑,「力量之塔」入口處阻擋入侵者的石造守護者。此類稱為「惡魔之墻」的防禦構造為阿姆達普爾初期石兵代表，隨魔法發展亦逐步進化。此「惡魔石板」應為後期之作，會參考刻於石板的魔法邏輯結構，判定最佳迎擊方式並付諸執行。
27,星首三人組,由涅瑞蓋德、特里同、佛玻斯三名使魔組成的組合，分別操控寒氣、熱浪與毒霧。其使命為操控島上氣候，以維持來自各地遷入植物的生存環境。雖具相應智慧，卻時有稚氣言行。未知是設計本意，抑或千年時光使其性格變異。
28,大理石龍,阿姆達普爾石兵中的傑作，被安置於「力量之塔」中對抗入侵者。其外形與攻擊動作如龍族無異，實則為注入以太的大理石雕像，即魔像之一。若非製作者親赴德拉瓦尼亞親見真龍，絕難造出如此傳神之作。
29,魔牛人,守護「力量之塔」上層的妖異。原本為靠蠻力作戰的低智生物，經魔法石板控制其思維后，能施展高階戰技與戰術。更持有符文戰斧、賢者權杖、暗影匕首、聖光槍等「魔大戰」時期被譽為「傳說」的武器，其戰力堪比高階妖異。
30,隱秘藏書庫,隱藏在「力量之塔」最頂層的書庫。內部收藏第五星曆時期的卷軸、書籍與石板，但均無法閱讀——因全數被改寫為未知語言。儘管字元結構有別於任何已知語種，卻顯現出嚴密規則，推測為特意創造的人工語言。如此遮蔽的知識，究竟隱藏著什麼？
